Fid, deborah_integration_delay 
2145, Infinity
2846, Infinity
2539, Infinity
2619, Infinity
592, Infinity
2187, Infinity
1007, Infinity
2881, Infinity
2202, Infinity
2852, Infinity
144, Infinity
477, Infinity
330, Infinity
568, Infinity
1275, Infinity
701, Infinity
517, Infinity
80, Infinity
995, Infinity
994, Infinity
1330, Infinity
2466, Infinity
2363, Infinity
261, Infinity
1933, Infinity
2854, Infinity
1566, Infinity
320, Infinity
2896, Infinity
1679, Infinity
1774, Infinity
117, Infinity
2774, Infinity
268, Infinity
2416, Infinity
1547, Infinity
2183, Infinity
791, Infinity
2575, Infinity
1827, Infinity
1995, Infinity
885, Infinity
2766, Infinity
672, Infinity
1676, Infinity
21, Infinity
1064, Infinity
818, Infinity
2488, Infinity
1156, Infinity
2438, Infinity
563, Infinity
1697, Infinity
1874, Infinity
172, Infinity
2310, Infinity
901, Infinity
1620, Infinity
1539, Infinity
2844, Infinity
2871, Infinity
2874, Infinity
2449, Infinity
745, Infinity
523, Infinity
832, Infinity
1523, Infinity
2283, Infinity
1237, Infinity
2411, Infinity
2807, Infinity
499, Infinity
1476, Infinity
981, Infinity
1548, Infinity
1974, Infinity
0, Infinity
1846, Infinity
1343, Infinity
1737, Infinity
1338, Infinity
108, Infinity
2234, Infinity
1800, Infinity
1778, Infinity
903, Infinity
861, Infinity
255, Infinity
2900, Infinity
2863, Infinity
2163, Infinity
349, Infinity
221, Infinity
2391, Infinity
1957, Infinity
1406, Infinity
738, Infinity
1392, Infinity
1369, Infinity
664, Infinity
1801, Infinity
1276, 0.9
2095, Infinity
1139, Infinity
380, Infinity
69, Infinity
2819, Infinity
2442, Infinity
2014, Infinity
1841, Infinity
2222, Infinity
1791, Infinity
2080, Infinity
588, Infinity
2808, Infinity
422, Infinity
2169, Infinity
38, Infinity
2409, Infinity
1470, Infinity
1359, Infinity
1701, Infinity
2269, Infinity
2690, Infinity
109, Infinity
227, Infinity
1227, Infinity
1049, Infinity
1083, Infinity
1966, Infinity
797, Infinity
1123, Infinity
603, Infinity
900, Infinity
876, Infinity
1214, Infinity
188, Infinity
1584, Infinity
2374, Infinity
277, Infinity
1765, Infinity
392, Infinity
1335, Infinity
2311, Infinity
1686, Infinity
2394, Infinity
1749, Infinity
364, Infinity
2634, Infinity
2783, Infinity
1125, Infinity
1021, Infinity
2953, Infinity
2565, Infinity
1179, Infinity
2791, Infinity
318, Infinity
384, Infinity
271, Infinity
2586, Infinity
1145, Infinity
2825, Infinity
373, Infinity
1985, Infinity
1387, Infinity
2826, Infinity
2339, Infinity
1468, Infinity
729, Infinity
688, Infinity
1321, Infinity
1155, Infinity
1764, Infinity
702, Infinity
2598, Infinity
1405, Infinity
1687, Infinity
1756, Infinity
755, Infinity
1313, Infinity
678, Infinity
1731, Infinity
1377, Infinity
759, Infinity
720, Infinity
998, Infinity
2185, Infinity
661, Infinity
2812, Infinity
2602, Infinity
1689, Infinity
2870, Infinity
545, Infinity
978, Infinity
2111, Infinity
489, Infinity
543, Infinity
809, Infinity
1993, Infinity
2309, 1.71
2830, Infinity
1634, Infinity
1146, Infinity
2487, Infinity
2199, Infinity
2641, Infinity
1857, Infinity
2116, Infinity
1515, Infinity
2129, Infinity
2675, Infinity
2382, Infinity
2349, Infinity
2255, Infinity
501, Infinity
442, Infinity
1915, Infinity
2925, Infinity
2522, Infinity
1558, Infinity
1631, Infinity
2781, Infinity
2229, Infinity
2559, Infinity
1579, Infinity
244, Infinity
1407, Infinity
1638, Infinity
919, Infinity
2620, Infinity
2200, Infinity
2128, Infinity
298, Infinity
2463, Infinity
2112, 0.9
1650, Infinity
2214, Infinity
2127, Infinity
1763, Infinity
1100, Infinity
2293, Infinity
326, Infinity
1936, Infinity
2152, Infinity
2510, Infinity
1844, Infinity
2662, Infinity
1000, Infinity
783, Infinity
2924, Infinity
49, Infinity
273, Infinity
715, Infinity
344, Infinity
1293, Infinity
1475, Infinity
1769, Infinity
778, Infinity
2467, Infinity
595, Infinity
2884, Infinity
2424, Infinity
946, Infinity
1051, Infinity
2581, Infinity
578, Infinity
1256, Infinity
820, Infinity
2853, Infinity
474, Infinity
1648, Infinity
1427, Infinity
2361, Infinity
2711, Infinity
1716, Infinity
610, Infinity
757, Infinity
1953, Infinity
2290, Infinity
2582, Infinity
2828, Infinity
303, Infinity
1019, Infinity
570, Infinity
1511, Infinity
2106, Infinity
636, Infinity
401, Infinity
1864, Infinity
1035, Infinity
856, Infinity
2066, Infinity
1612, Infinity
1768, Infinity
417, Infinity
2230, Infinity
1512, Infinity
2009, Infinity
279, Infinity
750, Infinity
1322, Infinity
431, Infinity
1646, Infinity
313, Infinity
1441, Infinity
2077, Infinity
464, Infinity
2056, Infinity
817, Infinity
993, Infinity
626, Infinity
2395, Infinity
1606, Infinity
2915, Infinity
887, Infinity
342, Infinity
883, Infinity
864, Infinity
229, Infinity
1726, Infinity
1613, Infinity
276, Infinity
1008, Infinity
956, Infinity
1299, Infinity
1736, Infinity
2940, Infinity
167, 0.9
1350, Infinity
2352, Infinity
2295, Infinity
101, Infinity
1037, Infinity
2397, Infinity
2556, Infinity
500, Infinity
218, Infinity
1474, Infinity
2133, Infinity
2420, Infinity
205, Infinity
2637, Infinity
1438, Infinity
2484, Infinity
2426, Infinity
2697, Infinity
852, Infinity
1717, Infinity
2836, Infinity
1740, Infinity
1622, Infinity
2064, Infinity
87, Infinity
1463, Infinity
2789, Infinity
377, Infinity
1036, Infinity
2901, Infinity
2113, Infinity
2810, Infinity
2631, Infinity
135, Infinity
445, Infinity
732, Infinity
2109, Infinity
2834, Infinity
839, Infinity
413, Infinity
878, Infinity
2136, Infinity
1114, Infinity
1460, Infinity
2914, Infinity
1053, Infinity
1850, Infinity
29, Infinity
2408, Infinity
481, Infinity
2319, Infinity
2548, Infinity
896, Infinity
1431, Infinity
2042, Infinity
235, Infinity
43, Infinity
740, Infinity
2892, Infinity
566, Infinity
1781, Infinity
2867, Infinity
2600, Infinity
573, Infinity
2621, Infinity
2958, Infinity
973, Infinity
1680, Infinity
1477, Infinity
44, Infinity
2288, Infinity
693, Infinity
2649, Infinity
826, Infinity
2839, Infinity
1748, Infinity
633, Infinity
2584, Infinity
602, Infinity
1630, Infinity
1362, Infinity
1187, Infinity
1829, Infinity
99, Infinity
2148, Infinity
2390, Infinity
1663, Infinity
1636, Infinity
1681, Infinity
2282, Infinity
1015, Infinity
529, 0.9
2002, Infinity
61, Infinity
2023, Infinity
1265, Infinity
1965, Infinity
2422, Infinity
857, Infinity
2259, Infinity
54, Infinity
1182, Infinity
453, Infinity
2175, Infinity
433, Infinity
427, Infinity
497, Infinity
2341, Infinity
1163, Infinity
741, Infinity
184, Infinity
1626, Infinity
2550, Infinity
1794, Infinity
291, Infinity
2784, Infinity
1986, Infinity
927, Infinity
2666, Infinity
1178, Infinity
836, Infinity
71, Infinity
2019, Infinity
2257, Infinity
2601, Infinity
493, Infinity
1766, Infinity
1221, Infinity
2811, Infinity
22, Infinity
1770, Infinity
913, Infinity
72, Infinity
1660, Infinity
171, Infinity
2726, Infinity
2908, Infinity
828, Infinity
1336, Infinity
2090, Infinity
2405, Infinity
100, Infinity
2813, Infinity
463, Infinity
2729, Infinity
1738, Infinity
2039, Infinity
1041, Infinity
478, Infinity
347, Infinity
546, Infinity
2253, Infinity
2287, Infinity
2678, Infinity
2851, Infinity
515, Infinity
2560, Infinity
984, Infinity
2045, Infinity
1509, Infinity
391, Infinity
2845, Infinity
1696, Infinity
65, Infinity
355, Infinity
2076, Infinity
1860, Infinity
2798, Infinity
1469, Infinity
773, Infinity
2166, Infinity
2073, Infinity
963, Infinity
290, Infinity
2365, Infinity
484, Infinity
612, Infinity
1759, Infinity
1191, Infinity
1249, Infinity
2204, Infinity
2918, Infinity
2804, Infinity
1129, Infinity
308, Infinity
341, Infinity
119, Infinity
1531, Infinity
1069, Infinity
2062, Infinity
1204, Infinity
674, Infinity
2244, Infinity
297, Infinity
192, Infinity
808, Infinity
2348, Infinity
2758, Infinity
1117, Infinity
511, Infinity
2098, Infinity
1668, Infinity
2698, Infinity
1868, Infinity
1388, Infinity
812, Infinity
2141, Infinity
403, Infinity
505, Infinity
1688, Infinity
2153, Infinity
2703, Infinity
1235, Infinity
1809, Infinity
2292, Infinity
389, Infinity
824, Infinity
2635, Infinity
1855, Infinity
2232, Infinity
652, Infinity
989, Infinity
1903, Infinity
1788, Infinity
2378, Infinity
2786, Infinity
1969, Infinity
737, Infinity
2632, Infinity
683, Infinity
964, Infinity
976, Infinity
1162, Infinity
2011, Infinity
1415, Infinity
968, Infinity
747, Infinity
571, Infinity
526, Infinity
535, Infinity
312, Infinity
1423, Infinity
2623, Infinity
409, Infinity
2304, Infinity
2541, Infinity
1040, Infinity
423, Infinity
435, Infinity
1260, Infinity
2868, Infinity
1588, Infinity
2523, Infinity
59, Infinity
2794, Infinity
2595, Infinity
932, 1.7
1089, Infinity
780, Infinity
2777, Infinity
1482, Infinity
1614, Infinity
2211, Infinity
251, Infinity
848, Infinity
1602, Infinity
1859, Infinity
1882, Infinity
47, Infinity
15, Infinity
1143, Infinity
1732, Infinity
67, Infinity
2165, Infinity
810, Infinity
1391, Infinity
1055, Infinity
1524, Infinity
594, Infinity
337, Infinity
51, Infinity
1034, Infinity
1253, Infinity
2277, Infinity
2400, Infinity
1723, Infinity
151, Infinity
2626, Infinity
203, Infinity
2174, Infinity
2682, Infinity
58, Infinity
1277, Infinity
1103, Infinity
2535, Infinity
2910, Infinity
2048, Infinity
975, Infinity
2944, Infinity
212, Infinity
558, Infinity
2228, Infinity
2399, Infinity
36, Infinity
1420, Infinity
334, Infinity
1464, Infinity
238, Infinity
532, Infinity
1088, Infinity
2101, Infinity
2714, Infinity
376, Infinity
454, Infinity
2472, Infinity
2722, Infinity
1354, Infinity
2105, Infinity
1633, Infinity
556, Infinity
1787, Infinity
2780, Infinity
2083, Infinity
1576, Infinity
1900, Infinity
742, Infinity
902, Infinity
1006, Infinity
614, 1.326316
1826, Infinity
1267, Infinity
1604, Infinity
2238, Infinity
226, Infinity
1073, Infinity
805, Infinity
1170, Infinity
1972, Infinity
2271, Infinity
1364, Infinity
161, Infinity
988, Infinity
2716, Infinity
1526, Infinity
1611, Infinity
2263, Infinity
1485, Infinity
2159, Infinity
1863, Infinity
2645, Infinity
2351, Infinity
697, Infinity
794, Infinity
1865, Infinity
1704, Infinity
2357, Infinity
388, Infinity
803, Infinity
2847, Infinity
1849, Infinity
2086, Infinity
506, Infinity
1042, Infinity
650, Infinity
2797, Infinity
1432, Infinity
142, Infinity
447, Infinity
434, Infinity
498, Infinity
1545, Infinity
1706, Infinity
97, Infinity
587, Infinity
2899, Infinity
443, Infinity
1808, Infinity
952, Infinity
806, Infinity
1385, Infinity
1484, Infinity
19, Infinity
1233, Infinity
1120, Infinity
162, Infinity
415, Infinity
185, Infinity
2752, Infinity
2663, Infinity
1956, Infinity
2140, Infinity
1124, Infinity
1087, Infinity
150, Infinity
786, Infinity
801, Infinity
234, Infinity
1831, Infinity
657, Infinity
2375, Infinity
850, Infinity
2702, Infinity
34, Infinity
1960, Infinity
1821, Infinity
2078, Infinity
2497, Infinity
1434, Infinity
2778, Infinity
580, Infinity
1852, Infinity
488, Infinity
607, Infinity
371, Infinity
1771, Infinity
1578, Infinity
726, Infinity
120, Infinity
2323, Infinity
2108, Infinity
1581, Infinity
2540, Infinity
1166, Infinity
2888, Infinity
1206, Infinity
1713, Infinity
1934, Infinity
2503, Infinity
129, Infinity
2704, Infinity
1356, Infinity
521, Infinity
1316, Infinity
1058, Infinity
2506, Infinity
39, Infinity
1496, Infinity
2849, Infinity
1307, Infinity
2201, Infinity
2227, Infinity
1266, Infinity
2742, Infinity
260, Infinity
945, Infinity
2087, Infinity
197, Infinity
2381, Infinity
1536, Infinity
336, Infinity
1561, 0.9
2040, Infinity
1194, Infinity
147, Infinity
327, Infinity
1981, Infinity
1137, Infinity
278, Infinity
379, Infinity
1889, Infinity
557, Infinity
699, 0.9
2191, Infinity
1664, Infinity
296, Infinity
1205, Infinity
1916, Infinity
6, Infinity
165, Infinity
1263, Infinity
1557, Infinity
547, Infinity
604, Infinity
1396, Infinity
2857, Infinity
1670, Infinity
1261, Infinity
1720, Infinity
2513, Infinity
2038, Infinity
196, Infinity
1344, Infinity
1443, Infinity
2364, Infinity
1819, Infinity
1197, Infinity
931, Infinity
679, Infinity
2759, Infinity
1973, Infinity
2570, Infinity
2291, Infinity
1294, Infinity
309, Infinity
2085, Infinity
1959, Infinity
176, Infinity
1519, Infinity
249, Infinity
1592, Infinity
222, Infinity
1880, Infinity
706, Infinity
2256, Infinity
53, Infinity
368, Infinity
2519, Infinity
1302, Infinity
668, Infinity
779, Infinity
703, Infinity
2793, Infinity
1144, Infinity
1093, Infinity
338, Infinity
1242, Infinity
2843, Infinity
457, Infinity
1059, Infinity
2069, Infinity
2317, Infinity
1807, Infinity
492, Infinity
2567, Infinity
1878, Infinity
2385, Infinity
1715, Infinity
775, Infinity
1922, Infinity
2895, Infinity
882, Infinity
1796, Infinity
2709, Infinity
1220, Infinity
2099, Infinity
133, Infinity
1292, Infinity
57, Infinity
2604, Infinity
219, Infinity
1543, Infinity
2747, Infinity
1780, Infinity
2573, Infinity
2898, Infinity
2669, Infinity
660, Infinity
1372, Infinity
114, Infinity
2806, Infinity
1349, Infinity
954, Infinity
551, Infinity
2335, Infinity
2665, Infinity
2150, Infinity
1105, Infinity
1795, Infinity
2700, Infinity
985, Infinity
381, Infinity
1241, Infinity
690, Infinity
1510, Infinity
2452, Infinity
1400, Infinity
1199, Infinity
1010, Infinity
1977, Infinity
1895, Infinity
2225, Infinity
655, Infinity
482, Infinity
1929, Infinity
2264, Infinity
1203, Infinity
2516, Infinity
2875, Infinity
2947, Infinity
654, Infinity
216, Infinity
2354, Infinity
1119, Infinity
1621, Infinity
241, Infinity
1157, Infinity
1873, Infinity
1504, Infinity
2274, Infinity
1070, Infinity
2446, Infinity
2927, Infinity
1, Infinity
183, Infinity
630, Infinity
1403, Infinity
2164, Infinity
2952, Infinity
926, Infinity
2553, Infinity
456, Infinity
934, Infinity
17, Infinity
1190, Infinity
2538, Infinity
2720, Infinity
1159, Infinity
537, Infinity
350, Infinity
1755, Infinity
94, Infinity
432, Infinity
1921, Infinity
2508, Infinity
1839, Infinity
1629, Infinity
1980, Infinity
2597, Infinity
785, Infinity
217, Infinity
127, Infinity
207, Infinity
2313, Infinity
1148, Infinity
1544, Infinity
2119, Infinity
935, Infinity
2231, Infinity
2079, Infinity
979, Infinity
325, Infinity
991, Infinity
2178, Infinity
2521, Infinity
1147, Infinity
2392, Infinity
1886, Infinity
2215, Infinity
2945, Infinity
385, Infinity
642, Infinity
250, Infinity
1991, Infinity
370, Infinity
1381, Infinity
959, Infinity
1813, Infinity
1141, Infinity
802, Infinity
2554, Infinity
494, Infinity
761, Infinity
671, Infinity
1068, Infinity
1757, Infinity
2167, Infinity
436, Infinity
2306, Infinity
257, Infinity
1061, Infinity
1901, Infinity
888, Infinity
56, Infinity
1575, Infinity
2725, Infinity
2245, Infinity
1673, Infinity
2360, Infinity
304, Infinity
2913, Infinity
406, Infinity
1727, Infinity
2413, Infinity
1926, 2.7
1552, Infinity
1492, Infinity
2939, Infinity
126, Infinity
395, Infinity
872, Infinity
2418, Infinity
2144, Infinity
1597, Infinity
31, Infinity
1835, Infinity
502, Infinity
1357, Infinity
200, Infinity
2723, Infinity
891, Infinity
1559, Infinity
1060, Infinity
530, Infinity
1677, Infinity
1793, Infinity
1167, Infinity
1106, Infinity
2787, Infinity
1448, Infinity
2300, Infinity
402, Infinity
833, Infinity
2955, Infinity
782, Infinity
2616, Infinity
2103, Infinity
1216, Infinity
1987, Infinity
1707, Infinity
1963, Infinity
772, Infinity
2661, Infinity
1711, Infinity
460, Infinity
2773, Infinity
559, Infinity
152, Infinity
2486, Infinity
2492, Infinity
23, Infinity
846, Infinity
1962, Infinity
2018, Infinity
837, Infinity
855, Infinity
2285, Infinity
2656, Infinity
930, Infinity
516, Infinity
799, Infinity
1466, Infinity
1279, Infinity
2124, Infinity
1639, Infinity
1833, Infinity
1503, Infinity
2650, Infinity
1565, Infinity
766, Infinity
73, Infinity
310, Infinity
1393, Infinity
1910, Infinity
206, Infinity
352, Infinity
2429, Infinity
2933, Infinity
452, Infinity
495, Infinity
590, Infinity
567, Infinity
967, Infinity
1935, Infinity
929, Infinity
1856, Infinity
13, Infinity
2756, Infinity
40, Infinity
1229, Infinity
744, Infinity
305, Infinity
1363, Infinity
1507, Infinity
148, Infinity
621, Infinity
813, Infinity
2751, Infinity
2469, Infinity
163, Infinity
299, Infinity
302, Infinity
1397, Infinity
1180, Infinity
2727, Infinity
1490, Infinity
1288, Infinity
2114, Infinity
315, Infinity
1251, Infinity
950, Infinity
2321, Infinity
1907, Infinity
1386, Infinity
1113, Infinity
2501, Infinity
174, Infinity
138, Infinity
2005, Infinity
542, Infinity
597, Infinity
1327, Infinity
936, Infinity
640, Infinity
2588, Infinity
1596, Infinity
987, Infinity
866, Infinity
2460, Infinity
1334, Infinity
2026, Infinity
1390, Infinity
2193, Infinity
734, Infinity
2134, Infinity
1940, Infinity
518, Infinity
2624, Infinity
2691, Infinity
2951, Infinity
1076, Infinity
5, Infinity
1642, Infinity
1066, Infinity
